code,channel,decoder,parameter,mean_BER,std_BER,ci_low,ci_high,seeds,words,decode_time
goppa_derived_16_8,sinusoidal,syndrome,5.0,0.29400000,0.02607681,0.26170384,0.32629616,5,100,0.0168
goppa_derived_16_8,sinusoidal,syndrome,6.0,0.19000000,0.02236068,0.16230627,0.21769373,5,100,0.0168
goppa_derived_16_8,sinusoidal,chase,0.0,0.23325000,0.01575198,0.21374115,0.25275885,5,100,0.1142
goppa_derived_16_8,sinusoidal,chase,1.0,0.15875000,0.01711633,0.13755140,0.17994860,5,100,0.1316
goppa_derived_16_8,sinusoidal,chase,2.0,0.10425000,0.02667220,0.07121645,0.13728355,5,100,0.1333
goppa_derived_16_8,sinusoidal,chase,3.0,0.06075000,0.01903122,0.03717980,0.08432020,5,100,0.1428
goppa_derived_16_8,sinusoidal,chase,4.0,0.02550000,0.01226657,0.01030784,0.04069216,5,100,0.1393
goppa_derived_16_8,sinusoidal,chase,5.0,0.01525000,0.01338726,0.00000000,0.03183014,5,100,0.1442
goppa_derived_16_8,sinusoidal,chase,6.0,0.00300000,0.00410792,0.00000000,0.00808766,5,100,0.1448
goppa_derived_16_8,sinusoidal,hard_mld,0.0,0.19325000,0.02377630,0.16380302,0.22269698,5,100,0.0107
goppa_derived_16_8,sinusoidal,hard_mld,1.0,0.14725000,0.01579656,0.12768594,0.16681406,5,100,0.0106
goppa_derived_16_8,sinusoidal,hard_mld,2.0,0.11400000,0.00997653,0.10164405,0.12635595,5,100,0.0123
goppa_derived_16_8,sinusoidal,hard_mld,3.0,0.07825000,0.01464689,0.06010981,0.09639019,5,100,0.0124
goppa_derived_16_8,sinusoidal,hard_mld,4.0,0.05250000,0.01240590,0.03713528,0.06786472,5,100,0.0124
goppa_derived_16_8,sinusoidal,hard_mld,5.0,0.02775000,0.01150408,0.01350219,0.04199781,5,100,0.0118
goppa_derived_16_8,sinusoidal,hard_mld,6.0,0.01475000,0.00454148,0.00912538,0.02037462,5,100,0.0121
goppa_derived_16_8,sinusoidal,soft_mld,0.0,0.10975000,0.01894482,0.08628681,0.13321319,5,100,0.0035
goppa_derived_16_8,sinusoidal,soft_mld,1.0,0.07525000,0.01770858,0.05331790,0.09718210,5,100,0.0033
goppa_derived_16_8,sinusoidal,soft_mld,2.0,0.04175000,0.00966631,0.02977827,0.05372173,5,100,0.0044
goppa_derived_16_8,sinusoidal,soft_mld,3.0,0.02200000,0.00488940,0.01594447,0.02805553,5,100,0.0042
goppa_derived_16_8,sinusoidal,soft_mld,4.0,0.00900000,0.00436606,0.00359263,0.01440737,5,100,0.0038
goppa_derived_16_8,sinusoidal,soft_mld,5.0,0.00450000,0.00488940,0.00000000,0.01055553,5,100,0.0034
goppa_derived_16_8,sinusoidal,soft_mld,6.0,0.00250000,0.00353553,0.00000000,0.00687876,5,100,0.0037
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,0.0,0.48350000,0.04900893,0.42280238,0.54419762,5,100,0.0183
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,1.0,0.44550000,0.02896118,0.40963154,0.48136846,5,100,0.0197
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,2.0,0.38875000,0.03036239,0.35114613,0.42635387,5,100,0.0202
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,3.0,0.32525000,0.03273234,0.28471095,0.36578905,5,100,0.0209
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,4.0,0.26800000,0.04548008,0.21167286,0.32432714,5,100,0.0187
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,5.0,0.19750000,0.03141208,0.15859610,0.23640390,5,100,0.0187
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,6.0,0.13850000,0.02965162,0.10177643,0.17522357,5,100,0.0183
reed_solomon_binary_16_8,rayleigh_awgn,chase,0.0,0.20100000,0.02344208,0.17196695,0.23003305,5,100,0.1633
reed_solomon_binary_16_8,rayleigh_awgn,chase,1.0,0.15075000,0.01560248,0.13142630,0.17007370,5,100,0.1626
reed_solomon_binary_16_8,rayleigh_awgn,chase,2.0,0.10875000,0.02009742,0.08385932,0.13364068,5,100,0.1635
reed_solomon_binary_16_8,rayleigh_awgn,chase,3.0,0.07775000,0.01170603,0.06325206,0.09224794,5,100,0.1735
reed_solomon_binary_16_8,rayleigh_awgn,chase,4.0,0.04375000,0.00565962,0.03674056,0.05075944,5,100,0.1598
reed_solomon_binary_16_8,rayleigh_awgn,chase,5.0,0.02325000,0.00763422,0.01379501,0.03270499,5,100,0.1632
reed_solomon_binary_16_8,rayleigh_awgn,chase,6.0,0.01250000,0.00870524,0.00171855,0.02328145,5,100,0.1619
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,0.0,0.27875000,0.02620532,0.24629468,0.31120532,5,100,0.0122
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,1.0,0.23675000,0.01511932,0.21802471,0.25547529,5,100,0.0123
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,2.0,0.20775000,0.00797457,0.19787349,0.21762651,5,100,0.0121
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,3.0,0.17125000,0.02134171,0.14481826,0.19768174,5,100,0.0193
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,4.0,0.13525000,0.02228018,0.10765597,0.16284403,5,100,0.0118
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,5.0,0.10125000,0.01839242,0.07847096,0.12402904,5,100,0.0126
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,6.0,0.07550000,0.01755794,0.05375447,0.09724553,5,100,0.0119
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,0.0,0.20000000,0.02318405,0.17128653,0.22871347,5,100,0.0036
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,1.0,0.15025000,0.01235541,0.13494780,0.16555220,5,100,0.0039
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,2.0,0.10825000,0.02251041,0.08037082,0.13612918,5,100,0.0044
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,3.0,0.07925000,0.01597361,0.05946666,0.09903334,5,100,0.0062
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,4.0,0.04325000,0.00628739,0.03546306,0.05103694,5,100,0.0037
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,5.0,0.02225000,0.00863315,0.01155783,0.03294217,5,100,0.0040
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,6.0,0.01150000,0.00898784,0.00036855,0.02263145,5,100,0.0044
reed_solomon_binary_16_8,rayleigh,syndrome,0.0,0.45050000,0.05450487,0.38299564,0.51800436,5,100,0.0165
reed_solomon_binary_16_8,rayleigh,syndrome,1.0,0.40950000,0.06093413,0.33403299,0.48496701,5,100,0.0190
reed_solomon_binary_16_8,rayleigh,syndrome,2.0,0.35475000,0.05537796,0.28616432,0.42333568,5,100,0.0170
reed_solomon_binary_16_8,rayleigh,syndrome,3.0,0.30050000,0.05044025,0.23802969,0.36297031,5,100,0.0164
reed_solomon_binary_16_8,rayleigh,syndrome,4.0,0.25300000,0.04564298,0.19647111,0.30952889,5,100,0.0168
reed_solomon_binary_16_8,rayleigh,syndrome,5.0,0.21075000,0.04244114,0.15818660,0.26331340,5,100,0.0177
reed_solomon_binary_16_8,rayleigh,syndrome,6.0,0.17050000,0.04293527,0.11732461,0.22367539,5,100,0.0172
reed_solomon_binary_16_8,rayleigh,chase,0.0,0.20075000,0.02456815,0.17032232,0.23117768,5,100,0.1475
reed_solomon_binary_16_8,rayleigh,chase,1.0,0.17500000,0.02301494,0.14649597,0.20350403,5,100,0.1535
reed_solomon_binary_16_8,rayleigh,chase,2.0,0.15400000,0.02319078,0.12527818,0.18272182,5,100,0.1406
reed_solomon_binary_16_8,rayleigh,chase,3.0,0.13175000,0.02090903,0.10585414,0.15764586,5,100,0.1430
reed_solomon_binary_16_8,rayleigh,chase,4.0,0.10950000,0.02203690,0.08220727,0.13679273,5,100,0.1487
reed_solomon_binary_16_8,rayleigh,chase,5.0,0.08775000,0.01387444,0.07056649,0.10493351,5,100,0.1448
reed_solomon_binary_16_8,rayleigh,chase,6.0,0.07100000,0.01361869,0.05413323,0.08786677,5,100,0.1448
reed_solomon_binary_16_8,rayleigh,hard_mld,0.0,0.25200000,0.03267501,0.21153196,0.29246804,5,100,0.0106
reed_solomon_binary_16_8,rayleigh,hard_mld,1.0,0.22425000,0.02613965,0.19187601,0.25662399,5,100,0.0115
reed_solomon_binary_16_8,rayleigh,hard_mld,2.0,0.19500000,0.02269017,0.16689820,0.22310180,5,100,0.0109
reed_solomon_binary_16_8,rayleigh,hard_mld,3.0,0.16675000,0.02505619,0.13571788,0.19778212,5,100,0.0106
reed_solomon_binary_16_8,rayleigh,hard_mld,4.0,0.14300000,0.02346207,0.11394220,0.17205780,5,100,0.0121
reed_solomon_binary_16_8,rayleigh,hard_mld,5.0,0.12375000,0.02692582,0.09040233,0.15709767,5,100,0.0111
reed_solomon_binary_16_8,rayleigh,hard_mld,6.0,0.09975000,0.02133073,0.07333186,0.12616814,5,100,0.0122
reed_solomon_binary_16_8,rayleigh,soft_mld,0.0,0.19450000,0.02568742,0.16268609,0.22631391,5,100,0.0040
reed_solomon_binary_16_8,rayleigh,soft_mld,1.0,0.17050000,0.02958832,0.13385483,0.20714517,5,100,0.0037
reed_solomon_binary_16_8,rayleigh,soft_mld,2.0,0.15000000,0.02768404,0.11571328,0.18428672,5,100,0.0036
reed_solomon_binary_16_8,rayleigh,soft_mld,3.0,0.12900000,0.02652240,0.09615198,0.16184802,5,100,0.0035
reed_solomon_binary_16_8,rayleigh,soft_mld,4.0,0.10850000,0.02467603,0.07793871,0.13906129,5,100,0.0040
reed_solomon_binary_16_8,rayleigh,soft_mld,5.0,0.08725000,0.01487973,0.06882144,0.10567856,5,100,0.0040
reed_solomon_binary_16_8,rayleigh,soft_mld,6.0,0.07100000,0.01628362,0.05083272,0.09116728,5,100,0.0036
reed_solomon_binary_16_8,sinusoidal,syndrome,0.0,0.38700000,0.04506592,0.33118579,0.44281421,5,100,0.0196
reed_solomon_binary_16_8,sinusoidal,syndrome,1.0,0.31200000,0.04460416,0.25675769,0.36724231,5,100,0.0182
reed_solomon_binary_16_8,sinusoidal,syndrome,2.0,0.23575000,0.03160548,0.19660657,0.27489343,5,100,0.0195
reed_solomon_binary_16_8,sinusoidal,syndrome,3.0,0.16750000,0.01608085,0.14758385,0.18741615,5,100,0.0196
reed_solomon_binary_16_8,sinusoidal,syndrome,4.0,0.11725000,0.02809582,0.08245329,0.15204671,5,100,0.0192
reed_solomon_binary_16_8,sinusoidal,syndrome,5.0,0.06175000,0.02131607,0.03535001,0.08814999,5,100,0.0190
reed_solomon_binary_16_8,sinusoidal,syndrome,6.0,0.03600000,0.01625961,0.01586245,0.05613755,5,100,0.0175
reed_solomon_binary_16_8,sinusoidal,chase,0.0,0.13650000,0.02236767,0.10879762,0.16420238,5,100,0.1634
reed_solomon_binary_16_8,sinusoidal,chase,1.0,0.09025000,0.01332878,0.07374229,0.10675771,5,100,0.1624
reed_solomon_binary_16_8,sinusoidal,chase,2.0,0.05275000,0.00698212,0.04410264,0.06139736,5,100,0.1659
reed_solomon_binary_16_8,sinusoidal,chase,3.0,0.02900000,0.00389310,0.02417839,0.03382161,5,100,0.1659
reed_solomon_binary_16_8,sinusoidal,chase,4.0,0.01725000,0.00981867,0.00508957,0.02941043,5,100,0.1655
reed_solomon_binary_16_8,sinusoidal,chase,5.0,0.00725000,0.00602080,0.00000000,0.01470677,5,100,0.1604
reed_solomon_binary_16_8,sinusoidal,chase,6.0,0.00275000,0.00285044,0.00000000,0.00628027,5,100,0.1721
reed_solomon_binary_16_8,sinusoidal,hard_mld,0.0,0.21000000,0.04509539,0.15414931,0.26585069,5,100,0.0121
reed_solomon_binary_16_8,sinusoidal,hard_mld,1.0,0.16250000,0.04750000,0.10367119,0.22132881,5,100,0.0123
reed_solomon_binary_16_8,sinusoidal,hard_mld,2.0,0.12525000,0.03809322,0.07807149,0.17242851,5,100,0.0123
reed_solomon_binary_16_8,sinusoidal,hard_mld,3.0,0.08925000,0.01907223,0.06562902,0.11287098,5,100,0.0121
reed_solomon_binary_16_8,sinusoidal,hard_mld,4.0,0.06275000,0.01356120,0.04595443,0.07954557,5,100,0.0120
reed_solomon_binary_16_8,sinusoidal,hard_mld,5.0,0.03375000,0.00852386,0.02319318,0.04430682,5,100,0.0120
reed_solomon_binary_16_8,sinusoidal,hard_mld,6.0,0.01650000,0.00575543,0.00937189,0.02362811,5,100,0.0110
reed_solomon_binary_16_8,sinusoidal,soft_mld,0.0,0.13750000,0.02255202,0.10956929,0.16543071,5,100,0.0041
reed_solomon_binary_16_8,sinusoidal,soft_mld,1.0,0.09325000,0.01294821,0.07721362,0.10928638,5,100,0.0037
reed_solomon_binary_16_8,sinusoidal,soft_mld,2.0,0.05325000,0.00549147,0.04644881,0.06005119,5,100,0.0036
reed_solomon_binary_16_8,sinusoidal,soft_mld,3.0,0.02775000,0.00547723,0.02096645,0.03453355,5,100,0.0041
reed_solomon_binary_16_8,sinusoidal,soft_mld,4.0,0.01750000,0.00927025,0.00601879,0.02898121,5,100,0.0035
reed_solomon_binary_16_8,sinusoidal,soft_mld,5.0,0.00725000,0.00602080,0.00000000,0.01470677,5,100,0.0037
reed_solomon_binary_16_8,sinusoidal,soft_mld,6.0,0.00275000,0.00285044,0.00000000,0.00628027,5,100,0.0038
ldpc_16_8,rayleigh_awgn,syndrome,0.0,0.49200000,0.04068361,0.44161329,0.54238671,5,100,0.0232
ldpc_16_8,rayleigh_awgn,syndrome,1.0,0.40500000,0.05017158,0.34286243,0.46713757,5,100,0.0232
ldpc_16_8,rayleigh_awgn,syndrome,2.0,0.34225000,0.03736852,0.29596904,0.38853096,5,100,0.0241
ldpc_16_8,rayleigh_awgn,syndrome,3.0,0.29900000,0.04555560,0.24257933,0.35542067,5,100,0.0247
ldpc_16_8,rayleigh_awgn,syndrome,4.0,0.25250000,0.05138701,0.18885712,0.31614288,5,100,0.0251
ldpc_16_8,rayleigh_awgn,syndrome,5.0,0.17575000,0.02072137,0.15008656,0.20141344,5,100,0.0257
ldpc_16_8,rayleigh_awgn,syndrome,6.0,0.14000000,0.02186607,0.11291884,0.16708116,5,100,0.0248
ldpc_16_8,rayleigh_awgn,chase,0.0,0.16575000,0.01777903,0.14373065,0.18776935,5,100,0.1573
ldpc_16_8,rayleigh_awgn,chase,1.0,0.12200000,0.01472668,0.10376099,0.14023901,5,100,0.1630
ldpc_16_8,rayleigh_awgn,chase,2.0,0.10075000,0.01580150,0.08117982,0.12032018,5,100,0.1679
ldpc_16_8,rayleigh_awgn,chase,3.0,0.07425000,0.01264293,0.05859171,0.08990829,5,100,0.1709
ldpc_16_8,rayleigh_awgn,chase,4.0,0.04175000,0.00817771,0.03162189,0.05187811,5,100,0.1769
ldpc_16_8,rayleigh_awgn,chase,5.0,0.02025000,0.00335410,0.01609594,0.02440406,5,100,0.1707
ldpc_16_8,rayleigh_awgn,chase,6.0,0.01150000,0.00205396,0.00895617,0.01404383,5,100,0.1672
ldpc_16_8,rayleigh_awgn,hard_mld,0.0,0.22775000,0.02342541,0.19873759,0.25676241,5,100,0.0116
ldpc_16_8,rayleigh_awgn,hard_mld,1.0,0.19625000,0.02694033,0.16288437,0.22961563,5,100,0.0120
ldpc_16_8,rayleigh_awgn,hard_mld,2.0,0.16450000,0.01923538,0.14067695,0.18832305,5,100,0.0121
ldpc_16_8,rayleigh_awgn,hard_mld,3.0,0.13400000,0.02364120,0.10472035,0.16327965,5,100,0.0126
ldpc_16_8,rayleigh_awgn,hard_mld,4.0,0.10500000,0.02853178,0.06966335,0.14033665,5,100,0.0132
ldpc_16_8,rayleigh_awgn,hard_mld,5.0,0.07575000,0.01989425,0.05111094,0.10038906,5,100,0.0138
ldpc_16_8,rayleigh_awgn,hard_mld,6.0,0.05400000,0.01222830,0.03885524,0.06914476,5,100,0.0131
ldpc_16_8,rayleigh_awgn,soft_mld,0.0,0.16325000,0.01570231,0.14380267,0.18269733,5,100,0.0043
ldpc_16_8,rayleigh_awgn,soft_mld,1.0,0.12225000,0.01318143,0.10592479,0.13857521,5,100,0.0044
ldpc_16_8,rayleigh_awgn,soft_mld,2.0,0.09975000,0.01448059,0.08181577,0.11768423,5,100,0.0036
ldpc_16_8,rayleigh_awgn,soft_mld,3.0,0.06925000,0.01432328,0.05151060,0.08698940,5,100,0.0044
ldpc_16_8,rayleigh_awgn,soft_mld,4.0,0.04175000,0.00504666,0.03549971,0.04800029,5,100,0.0049
ldpc_16_8,rayleigh_awgn,soft_mld,5.0,0.02200000,0.00420193,0.01679590,0.02720410,5,100,0.0038
ldpc_16_8,rayleigh_awgn,soft_mld,6.0,0.01150000,0.00205396,0.00895617,0.01404383,5,100,0.0048
ldpc_16_8,rayleigh,syndrome,0.0,0.43125000,0.03960745,0.38219612,0.48030388,5,100,0.0206
ldpc_16_8,rayleigh,syndrome,1.0,0.38250000,0.04722784,0.32400826,0.44099174,5,100,0.0216
ldpc_16_8,rayleigh,syndrome,2.0,0.33300000,0.02411885,0.30312878,0.36287122,5,100,0.0218
ldpc_16_8,rayleigh,syndrome,3.0,0.27825000,0.01935685,0.25427652,0.30222348,5,100,0.0239
ldpc_16_8,rayleigh,syndrome,4.0,0.24075000,0.03033150,0.20318440,0.27831560,5,100,0.0219
ldpc_16_8,rayleigh,syndrome,5.0,0.19825000,0.02762189,0.16404025,0.23245975,5,100,0.0202
ldpc_16_8,rayleigh,syndrome,6.0,0.17425000,0.03007283,0.13700476,0.21149524,5,100,0.0209
ldpc_16_8,rayleigh,chase,0.0,0.18600000,0.02242000,0.15823280,0.21376720,5,100,0.1464
ldpc_16_8,rayleigh,chase,1.0,0.16200000,0.01501562,0.14340314,0.18059686,5,100,0.1499
ldpc_16_8,rayleigh,chase,2.0,0.13575000,0.01519663,0.11692896,0.15457104,5,100,0.1496
ldpc_16_8,rayleigh,chase,3.0,0.10900000,0.01604194,0.08913204,0.12886796,5,100,0.1505
ldpc_16_8,rayleigh,chase,4.0,0.09325000,0.02120584,0.06698654,0.11951346,5,100,0.1513
ldpc_16_8,rayleigh,chase,5.0,0.08175000,0.01791037,0.05956799,0.10393201,5,100,0.1509
ldpc_16_8,rayleigh,chase,6.0,0.06575000,0.01733403,0.04428178,0.08721822,5,100,0.1512
ldpc_16_8,rayleigh,hard_mld,0.0,0.22700000,0.01088290,0.21352151,0.24047849,5,100,0.0110
ldpc_16_8,rayleigh,hard_mld,1.0,0.20675000,0.01154475,0.19245181,0.22104819,5,100,0.0121
ldpc_16_8,rayleigh,hard_mld,2.0,0.17450000,0.00778621,0.16485677,0.18414323,5,100,0.0118
ldpc_16_8,rayleigh,hard_mld,3.0,0.14900000,0.00961769,0.13708848,0.16091152,5,100,0.0109
ldpc_16_8,rayleigh,hard_mld,4.0,0.13050000,0.01614388,0.11050578,0.15049422,5,100,0.0108
ldpc_16_8,rayleigh,hard_mld,5.0,0.10475000,0.01373294,0.08774173,0.12175827,5,100,0.0118
ldpc_16_8,rayleigh,hard_mld,6.0,0.09225000,0.01398660,0.07492758,0.10957242,5,100,0.0112
ldpc_16_8,rayleigh,soft_mld,0.0,0.18850000,0.02314020,0.15984083,0.21715917,5,100,0.0037
ldpc_16_8,rayleigh,soft_mld,1.0,0.16175000,0.01896955,0.13825619,0.18524381,5,100,0.0035
ldpc_16_8,rayleigh,soft_mld,2.0,0.13625000,0.02157835,0.10952519,0.16297481,5,100,0.0038
ldpc_16_8,rayleigh,soft_mld,3.0,0.10975000,0.01877914,0.08649201,0.13300799,5,100,0.0036
ldpc_16_8,rayleigh,soft_mld,4.0,0.09475000,0.02231521,0.06711258,0.12238742,5,100,0.0050
ldpc_16_8,rayleigh,soft_mld,5.0,0.08000000,0.01769975,0.05807883,0.10192117,5,100,0.0036
ldpc_16_8,rayleigh,soft_mld,6.0,0.06525000,0.01748660,0.04359282,0.08690718,5,100,0.0037
ldpc_16_8,sinusoidal,syndrome,0.0,0.34425000,0.04159515,0.29273436,0.39576564,5,100,0.0237
ldpc_16_8,sinusoidal,syndrome,1.0,0.29600000,0.01744187,0.27439822,0.31760178,5,100,0.0234
ldpc_16_8,sinusoidal,syndrome,2.0,0.23075000,0.01692354,0.20979017,0.25170983,5,100,0.0240
ldpc_16_8,sinusoidal,syndrome,3.0,0.15375000,0.02560212,0.12204174,0.18545826,5,100,0.0245
ldpc_16_8,sinusoidal,syndrome,4.0,0.10175000,0.02545830,0.07021986,0.13328014,5,100,0.0249
ldpc_16_8,sinusoidal,syndrome,5.0,0.06925000,0.02278637,0.04102905,0.09747095,5,100,0.0238
ldpc_16_8,sinusoidal,syndrome,6.0,0.03875000,0.02115789,0.01254593,0.06495407,5,100,0.0238
ldpc_16_8,sinusoidal,chase,0.0,0.09325000,0.00337731,0.08906719,0.09743281,5,100,0.1648
ldpc_16_8,sinusoidal,chase,1.0,0.06750000,0.00459279,0.06181182,0.07318818,5,100,0.1701
ldpc_16_8,sinusoidal,chase,2.0,0.04125000,0.00551985,0.03441366,0.04808634,5,100,0.1716
ldpc_16_8,sinusoidal,chase,3.0,0.02550000,0.00337731,0.02131719,0.02968281,5,100,0.1746
ldpc_16_8,sinusoidal,chase,4.0,0.01200000,0.00243670,0.00898215,0.01501785,5,100,0.1750
ldpc_16_8,sinusoidal,chase,5.0,0.00500000,0.00459279,0.00000000,0.01068818,5,100,0.1757
ldpc_16_8,sinusoidal,chase,6.0,0.00225000,0.00311247,0.00000000,0.00610480,5,100,0.1795
ldpc_16_8,sinusoidal,hard_mld,0.0,0.18025000,0.02406696,0.15044303,0.21005697,5,100,0.0122
ldpc_16_8,sinusoidal,hard_mld,1.0,0.14825000,0.01673787,0.12752013,0.16897987,5,100,0.0124
ldpc_16_8,sinusoidal,hard_mld,2.0,0.10750000,0.00586302,0.10023864,0.11476136,5,100,0.0130
ldpc_16_8,sinusoidal,hard_mld,3.0,0.07200000,0.01229837,0.05676845,0.08723155,5,100,0.0122
ldpc_16_8,sinusoidal,hard_mld,4.0,0.05100000,0.01105385,0.03730980,0.06469020,5,100,0.0121
ldpc_16_8,sinusoidal,hard_mld,5.0,0.03050000,0.01161222,0.01611825,0.04488175,5,100,0.0124
ldpc_16_8,sinusoidal,hard_mld,6.0,0.01600000,0.00961769,0.00408848,0.02791152,5,100,0.0124
ldpc_16_8,sinusoidal,soft_mld,0.0,0.09275000,0.00510820,0.08642348,0.09907652,5,100,0.0040
ldpc_16_8,sinusoidal,soft_mld,1.0,0.06750000,0.00250000,0.06440375,0.07059625,5,100,0.0035
ldpc_16_8,sinusoidal,soft_mld,2.0,0.04150000,0.00510820,0.03517348,0.04782652,5,100,0.0039
ldpc_16_8,sinusoidal,soft_mld,3.0,0.02650000,0.00270994,0.02314374,0.02985626,5,100,0.0038
ldpc_16_8,sinusoidal,soft_mld,4.0,0.01125000,0.00385276,0.00647835,0.01602165,5,100,0.0038
ldpc_16_8,sinusoidal,soft_mld,5.0,0.00475000,0.00487340,0.00000000,0.01078571,5,100,0.0041
ldpc_16_8,sinusoidal,soft_mld,6.0,0.00225000,0.00311247,0.00000000,0.00610480,5,100,0.0038
wavelet_32_16,rayleigh_awgn,syndrome,0.0,0.90075000,0.04451869,0.84561354,0.95588646,5,100,0.0923
wavelet_32_16,rayleigh_awgn,syndrome,1.0,0.87162500,0.04860676,0.81142546,0.93182454,5,100,0.0914
wavelet_32_16,rayleigh_awgn,syndrome,2.0,0.80575000,0.04372857,0.75159211,0.85990789,5,100,0.0969
wavelet_32_16,rayleigh_awgn,syndrome,3.0,0.71075000,0.05067783,0.64798544,0.77351456,5,100,0.0990
wavelet_32_16,rayleigh_awgn,syndrome,4.0,0.62187500,0.06150616,0.54569954,0.69805046,5,100,0.0937
wavelet_32_16,rayleigh_awgn,syndrome,5.0,0.49187500,0.03727013,0.44571590,0.53803410,5,100,0.0947
wavelet_32_16,rayleigh_awgn,syndrome,6.0,0.37550000,0.04919945,0.31456642,0.43643358,5,100,0.1043
wavelet_32_16,rayleigh_awgn,chase,0.0,0.35825000,0.03352762,0.31672599,0.39977401,5,100,0.6181
wavelet_32_16,rayleigh_awgn,chase,1.0,0.28662500,0.03235726,0.24655049,0.32669951,5,100,0.6357
wavelet_32_16,rayleigh_awgn,chase,2.0,0.22562500,0.02020404,0.20060227,0.25064773,5,100,0.6520
wavelet_32_16,rayleigh_awgn,chase,3.0,0.14575000,0.02280351,0.11750782,0.17399218,5,100,0.6450
wavelet_32_16,rayleigh_awgn,chase,4.0,0.07987500,0.02228806,0.05227120,0.10747880,5,100,0.6449
wavelet_32_16,rayleigh_awgn,chase,5.0,0.03425000,0.01233010,0.01897916,0.04952084,5,100,0.7054
wavelet_32_16,rayleigh_awgn,chase,6.0,0.01287500,0.00522165,0.00640798,0.01934202,5,100,0.7297
wavelet_32_16,rayleigh_awgn,hard_mld,0.0,0.42775000,0.01225223,0.41257559,0.44292441,5,100,4.1944
wavelet_32_16,rayleigh_awgn,hard_mld,1.0,0.37287500,0.01540216,0.35379940,0.39195060,5,100,4.0069
wavelet_32_16,rayleigh_awgn,hard_mld,2.0,0.32975000,0.01879993,0.30646626,0.35303374,5,100,3.9871
wavelet_32_16,rayleigh_awgn,hard_mld,3.0,0.26712500,0.02066568,0.24153053,0.29271947,5,100,4.1623
wavelet_32_16,rayleigh_awgn,hard_mld,4.0,0.23512500,0.01786123,0.21300385,0.25724615,5,100,4.0490
wavelet_32_16,rayleigh_awgn,hard_mld,5.0,0.15700000,0.01520305,0.13817100,0.17582900,5,100,4.2084
wavelet_32_16,rayleigh_awgn,hard_mld,6.0,0.10500000,0.01610512,0.08505378,0.12494622,5,100,4.2750
wavelet_32_16,rayleigh_awgn,soft_mld,0.0,0.32125000,0.03261997,0.28085012,0.36164988,5,100,0.8311
wavelet_32_16,rayleigh_awgn,soft_mld,1.0,0.25325000,0.02111353,0.22710086,0.27939914,5,100,0.7835
wavelet_32_16,rayleigh_awgn,soft_mld,2.0,0.19400000,0.02171639,0.16710422,0.22089578,5,100,0.8280
wavelet_32_16,rayleigh_awgn,soft_mld,3.0,0.12637500,0.01450619,0.10840906,0.14434094,5,100,0.7946
wavelet_32_16,rayleigh_awgn,soft_mld,4.0,0.06150000,0.01044517,0.04856364,0.07443636,5,100,0.8814
wavelet_32_16,rayleigh_awgn,soft_mld,5.0,0.02787500,0.00753378,0.01854441,0.03720559,5,100,0.9360
wavelet_32_16,rayleigh_awgn,soft_mld,6.0,0.00462500,0.00363361,0.00012477,0.00912523,5,100,0.9950
wavelet_32_16,rayleigh,syndrome,0.0,0.74750000,0.05942925,0.67389679,0.82110321,5,100,0.0863
wavelet_32_16,rayleigh,syndrome,1.0,0.68450000,0.02322361,0.65573753,0.71326247,5,100,0.0817
wavelet_32_16,rayleigh,syndrome,2.0,0.59487500,0.05448875,0.52739062,0.66235938,5,100,0.0843
wavelet_32_16,rayleigh,syndrome,3.0,0.51275000,0.05756213,0.44145923,0.58404077,5,100,0.0813
wavelet_32_16,rayleigh,syndrome,4.0,0.45112500,0.04855812,0.39098571,0.51126429,5,100,0.0847
wavelet_32_16,rayleigh,syndrome,5.0,0.35437500,0.03840827,0.30680631,0.40194369,5,100,0.0830
wavelet_32_16,rayleigh,syndrome,6.0,0.28737500,0.03683101,0.24175974,0.33299026,5,100,0.0865
wavelet_32_16,rayleigh,chase,0.0,0.28825000,0.01021641,0.27559696,0.30090304,5,100,0.5801
wavelet_32_16,rayleigh,chase,1.0,0.24925000,0.01646730,0.22885523,0.26964477,5,100,0.5894
wavelet_32_16,rayleigh,chase,2.0,0.20325000,0.01580768,0.18367217,0.22282783,5,100,0.6006
