code,channel,decoder,parameter,metric,mean,std,ci_low,ci_high,seeds,words
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,4.0,miscorrection_rate,0.15000000,0.01000000,0.13761499,0.16238501,5,100
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,4.0,conditional_miscorrection_rate,0.18906547,0.01836059,0.16632585,0.21180508,5,100
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,4.0,ambiguous_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,4.0,average_decoding_time_ms,0.01874500,0.00230740,0.01588729,0.02160271,5,100
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,5.0,ber,0.19750000,0.03141208,0.15859610,0.23640390,5,100
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,5.0,frame_error_rate,0.26600000,0.03577709,0.22169003,0.31030997,5,100
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,5.0,failure_rate,0.14600000,0.03847077,0.09835390,0.19364610,5,100
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,5.0,miscorrection_rate,0.12000000,0.02645751,0.08723234,0.15276766,5,100
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,5.0,conditional_miscorrection_rate,0.14023129,0.02957487,0.10360278,0.17685980,5,100
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,5.0,ambiguous_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,5.0,average_decoding_time_ms,0.01865440,0.00131871,0.01702117,0.02028763,5,100
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,6.0,ber,0.13850000,0.02965162,0.10177643,0.17522357,5,100
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,6.0,frame_error_rate,0.19600000,0.03361547,0.15436719,0.23763281,5,100
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,6.0,failure_rate,0.09800000,0.02588436,0.06594219,0.13005781,5,100
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,6.0,miscorrection_rate,0.09800000,0.00836660,0.08763795,0.10836205,5,100
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,6.0,conditional_miscorrection_rate,0.10891271,0.01225376,0.09373641,0.12408900,5,100
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,6.0,ambiguous_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,syndrome,6.0,average_decoding_time_ms,0.01828640,0.00072132,0.01739305,0.01917975,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,0.0,ber,0.20100000,0.02344208,0.17196695,0.23003305,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,0.0,frame_error_rate,0.46400000,0.02073644,0.43831789,0.48968211,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,0.0,failure_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,0.0,miscorrection_rate,0.46400000,0.02073644,0.43831789,0.48968211,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,0.0,conditional_miscorrection_rate,0.46400000,0.02073644,0.43831789,0.48968211,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,0.0,ambiguous_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,0.0,average_decoding_time_ms,0.16334840,0.00703844,0.15463128,0.17206552,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,1.0,ber,0.15075000,0.01560248,0.13142630,0.17007370,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,1.0,frame_error_rate,0.35600000,0.01673320,0.33527591,0.37672409,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,1.0,failure_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,1.0,miscorrection_rate,0.35600000,0.01673320,0.33527591,0.37672409,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,1.0,conditional_miscorrection_rate,0.35600000,0.01673320,0.33527591,0.37672409,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,1.0,ambiguous_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,1.0,average_decoding_time_ms,0.16261980,0.00405747,0.15759462,0.16764498,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,2.0,ber,0.10875000,0.02009742,0.08385932,0.13364068,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,2.0,frame_error_rate,0.26200000,0.03420526,0.21963674,0.30436326,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,2.0,failure_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,2.0,miscorrection_rate,0.26200000,0.03420526,0.21963674,0.30436326,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,2.0,conditional_miscorrection_rate,0.26200000,0.03420526,0.21963674,0.30436326,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,2.0,ambiguous_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,2.0,average_decoding_time_ms,0.16348520,0.00498072,0.15731657,0.16965383,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,3.0,ber,0.07775000,0.01170603,0.06325206,0.09224794,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,3.0,frame_error_rate,0.19200000,0.02949576,0.15546946,0.22853054,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,3.0,failure_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,3.0,miscorrection_rate,0.19200000,0.02949576,0.15546946,0.22853054,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,3.0,conditional_miscorrection_rate,0.19200000,0.02949576,0.15546946,0.22853054,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,3.0,ambiguous_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,3.0,average_decoding_time_ms,0.17351760,0.01981894,0.14897182,0.19806338,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,4.0,ber,0.04375000,0.00565962,0.03674056,0.05075944,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,4.0,frame_error_rate,0.11200000,0.01923538,0.08817695,0.13582305,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,4.0,failure_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,4.0,miscorrection_rate,0.11200000,0.01923538,0.08817695,0.13582305,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,4.0,conditional_miscorrection_rate,0.11200000,0.01923538,0.08817695,0.13582305,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,4.0,ambiguous_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,4.0,average_decoding_time_ms,0.15983440,0.00737070,0.15070578,0.16896302,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,5.0,ber,0.02325000,0.00763422,0.01379501,0.03270499,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,5.0,frame_error_rate,0.05600000,0.01516575,0.03721720,0.07478280,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,5.0,failure_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,5.0,miscorrection_rate,0.05600000,0.01516575,0.03721720,0.07478280,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,5.0,conditional_miscorrection_rate,0.05600000,0.01516575,0.03721720,0.07478280,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,5.0,ambiguous_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,5.0,average_decoding_time_ms,0.16321660,0.00864451,0.15251036,0.17392284,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,6.0,ber,0.01250000,0.00870524,0.00171855,0.02328145,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,6.0,frame_error_rate,0.02800000,0.01923538,0.00417695,0.05182305,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,6.0,failure_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,6.0,miscorrection_rate,0.02800000,0.01923538,0.00417695,0.05182305,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,6.0,conditional_miscorrection_rate,0.02800000,0.01923538,0.00417695,0.05182305,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,6.0,ambiguous_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,chase,6.0,average_decoding_time_ms,0.16192260,0.00803104,0.15197615,0.17186905,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,0.0,ber,0.27875000,0.02620532,0.24629468,0.31120532,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,0.0,frame_error_rate,0.62400000,0.03911521,0.57555576,0.67244424,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,0.0,failure_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,0.0,miscorrection_rate,0.62400000,0.03911521,0.57555576,0.67244424,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,0.0,conditional_miscorrection_rate,0.62400000,0.03911521,0.57555576,0.67244424,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,0.0,ambiguous_rate,0.34400000,0.06580274,0.26250323,0.42549677,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,0.0,average_decoding_time_ms,0.01220780,0.00123696,0.01067582,0.01373978,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,1.0,ber,0.23675000,0.01511932,0.21802471,0.25547529,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,1.0,frame_error_rate,0.54000000,0.02345208,0.51095457,0.56904543,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,1.0,failure_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,1.0,miscorrection_rate,0.54000000,0.02345208,0.51095457,0.56904543,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,1.0,conditional_miscorrection_rate,0.54000000,0.02345208,0.51095457,0.56904543,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,1.0,ambiguous_rate,0.33200000,0.03420526,0.28963674,0.37436326,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,1.0,average_decoding_time_ms,0.01234040,0.00150798,0.01047277,0.01420803,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,2.0,ber,0.20775000,0.00797457,0.19787349,0.21762651,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,2.0,frame_error_rate,0.46600000,0.01949359,0.44185716,0.49014284,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,2.0,failure_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,2.0,miscorrection_rate,0.46600000,0.01949359,0.44185716,0.49014284,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,2.0,conditional_miscorrection_rate,0.46600000,0.01949359,0.44185716,0.49014284,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,2.0,ambiguous_rate,0.29000000,0.03937004,0.24124015,0.33875985,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,2.0,average_decoding_time_ms,0.01211340,0.00055667,0.01142396,0.01280284,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,3.0,ber,0.17125000,0.02134171,0.14481826,0.19768174,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,3.0,frame_error_rate,0.39400000,0.04449719,0.33889017,0.44910983,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,3.0,failure_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,3.0,miscorrection_rate,0.39400000,0.04449719,0.33889017,0.44910983,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,3.0,conditional_miscorrection_rate,0.39400000,0.04449719,0.33889017,0.44910983,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,3.0,ambiguous_rate,0.24000000,0.03082207,0.20182683,0.27817317,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,3.0,average_decoding_time_ms,0.01926920,0.01452227,0.00128336,0.03725504,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,4.0,ber,0.13525000,0.02228018,0.10765597,0.16284403,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,4.0,frame_error_rate,0.30400000,0.04277850,0.25101877,0.35698123,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,4.0,failure_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,4.0,miscorrection_rate,0.30400000,0.04277850,0.25101877,0.35698123,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,4.0,conditional_miscorrection_rate,0.30400000,0.04277850,0.25101877,0.35698123,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,4.0,ambiguous_rate,0.20400000,0.04335897,0.15029986,0.25770014,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,4.0,average_decoding_time_ms,0.01177620,0.00052846,0.01112171,0.01243069,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,5.0,ber,0.10125000,0.01839242,0.07847096,0.12402904,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,5.0,frame_error_rate,0.23200000,0.03346640,0.19055182,0.27344818,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,5.0,failure_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,5.0,miscorrection_rate,0.23200000,0.03346640,0.19055182,0.27344818,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,5.0,conditional_miscorrection_rate,0.23200000,0.03346640,0.19055182,0.27344818,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,5.0,ambiguous_rate,0.14600000,0.03847077,0.09835390,0.19364610,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,5.0,average_decoding_time_ms,0.01263900,0.00153605,0.01073660,0.01454140,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,6.0,ber,0.07550000,0.01755794,0.05375447,0.09724553,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,6.0,frame_error_rate,0.17400000,0.02880972,0.13831912,0.20968088,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,6.0,failure_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,6.0,miscorrection_rate,0.17400000,0.02880972,0.13831912,0.20968088,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,6.0,conditional_miscorrection_rate,0.17400000,0.02880972,0.13831912,0.20968088,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,6.0,ambiguous_rate,0.09800000,0.02588436,0.06594219,0.13005781,5,100
reed_solomon_binary_16_8,rayleigh_awgn,hard_mld,6.0,average_decoding_time_ms,0.01185260,0.00077711,0.01089015,0.01281505,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,0.0,ber,0.20000000,0.02318405,0.17128653,0.22871347,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,0.0,frame_error_rate,0.45800000,0.02167948,0.43114993,0.48485007,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,0.0,failure_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,0.0,miscorrection_rate,0.45800000,0.02167948,0.43114993,0.48485007,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,0.0,conditional_miscorrection_rate,0.45800000,0.02167948,0.43114993,0.48485007,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,0.0,ambiguous_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,0.0,average_decoding_time_ms,0.00364840,0.00030619,0.00326919,0.00402761,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,1.0,ber,0.15025000,0.01235541,0.13494780,0.16555220,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,1.0,frame_error_rate,0.35400000,0.00894427,0.34292251,0.36507749,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,1.0,failure_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,1.0,miscorrection_rate,0.35400000,0.00894427,0.34292251,0.36507749,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,1.0,conditional_miscorrection_rate,0.35400000,0.00894427,0.34292251,0.36507749,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,1.0,ambiguous_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,1.0,average_decoding_time_ms,0.00387780,0.00042902,0.00334646,0.00440914,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,2.0,ber,0.10825000,0.02251041,0.08037082,0.13612918,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,2.0,frame_error_rate,0.26000000,0.04062019,0.20969184,0.31030816,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,2.0,failure_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,2.0,miscorrection_rate,0.26000000,0.04062019,0.20969184,0.31030816,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,2.0,conditional_miscorrection_rate,0.26000000,0.04062019,0.20969184,0.31030816,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,2.0,ambiguous_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,2.0,average_decoding_time_ms,0.00443100,0.00099306,0.00320109,0.00566091,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,3.0,ber,0.07925000,0.01597361,0.05946666,0.09903334,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,3.0,frame_error_rate,0.19000000,0.02645751,0.15723234,0.22276766,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,3.0,failure_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,3.0,miscorrection_rate,0.19000000,0.02645751,0.15723234,0.22276766,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,3.0,conditional_miscorrection_rate,0.19000000,0.02645751,0.15723234,0.22276766,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,3.0,ambiguous_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,3.0,average_decoding_time_ms,0.00616240,0.00521175,0.00000000,0.01261716,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,4.0,ber,0.04325000,0.00628739,0.03546306,0.05103694,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,4.0,frame_error_rate,0.11000000,0.01732051,0.08854853,0.13145147,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,4.0,failure_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,4.0,miscorrection_rate,0.11000000,0.01732051,0.08854853,0.13145147,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,4.0,conditional_miscorrection_rate,0.11000000,0.01732051,0.08854853,0.13145147,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,4.0,ambiguous_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,4.0,average_decoding_time_ms,0.00368140,0.00026665,0.00335116,0.00401164,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,5.0,ber,0.02225000,0.00863315,0.01155783,0.03294217,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,5.0,frame_error_rate,0.05400000,0.01516575,0.03521720,0.07278280,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,5.0,failure_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,5.0,miscorrection_rate,0.05400000,0.01516575,0.03521720,0.07278280,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,5.0,conditional_miscorrection_rate,0.05400000,0.01516575,0.03521720,0.07278280,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,5.0,ambiguous_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,5.0,average_decoding_time_ms,0.00397120,0.00030837,0.00358928,0.00435312,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,6.0,ber,0.01150000,0.00898784,0.00036855,0.02263145,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,6.0,frame_error_rate,0.02600000,0.01949359,0.00185716,0.05014284,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,6.0,failure_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,6.0,miscorrection_rate,0.02600000,0.01949359,0.00185716,0.05014284,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,6.0,conditional_miscorrection_rate,0.02600000,0.01949359,0.00185716,0.05014284,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,6.0,ambiguous_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh_awgn,soft_mld,6.0,average_decoding_time_ms,0.00436600,0.00116177,0.00292714,0.00580486,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,0.0,ber,0.45050000,0.05450487,0.38299564,0.51800436,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,0.0,frame_error_rate,0.60000000,0.04472136,0.54461254,0.65538746,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,0.0,failure_rate,0.33400000,0.05727128,0.26306944,0.40493056,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,0.0,miscorrection_rate,0.26600000,0.02607681,0.23370384,0.29829616,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,0.0,conditional_miscorrection_rate,0.40010895,0.03126757,0.36138402,0.43883388,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,0.0,ambiguous_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,0.0,average_decoding_time_ms,0.01651700,0.00298968,0.01281427,0.02021973,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,1.0,ber,0.40950000,0.06093413,0.33403299,0.48496701,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,1.0,frame_error_rate,0.53200000,0.04764452,0.47299220,0.59100780,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,1.0,failure_rate,0.31600000,0.07402702,0.22431744,0.40768256,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,1.0,miscorrection_rate,0.21600000,0.05029911,0.15370449,0.27829551,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,1.0,conditional_miscorrection_rate,0.31384863,0.05062090,0.25115459,0.37654268,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,1.0,ambiguous_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,1.0,average_decoding_time_ms,0.01898620,0.00153929,0.01707978,0.02089262,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,2.0,ber,0.35475000,0.05537796,0.28616432,0.42333568,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,2.0,frame_error_rate,0.46800000,0.03114482,0.42942710,0.50657290,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,2.0,failure_rate,0.26200000,0.06457554,0.18202311,0.34197689,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,2.0,miscorrection_rate,0.20600000,0.04159327,0.15448668,0.25751332,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,2.0,conditional_miscorrection_rate,0.27714560,0.03773294,0.23041329,0.32387790,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,2.0,ambiguous_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,2.0,average_decoding_time_ms,0.01696980,0.00538329,0.01030259,0.02363701,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,3.0,ber,0.30050000,0.05044025,0.23802969,0.36297031,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,3.0,frame_error_rate,0.40600000,0.03577709,0.36169003,0.45030997,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,3.0,failure_rate,0.22000000,0.06442049,0.14021513,0.29978487,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,3.0,miscorrection_rate,0.18600000,0.05029911,0.12370449,0.24829551,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,3.0,conditional_miscorrection_rate,0.23625531,0.05065539,0.17351855,0.29899207,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,3.0,ambiguous_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,3.0,average_decoding_time_ms,0.01638080,0.00416807,0.01121864,0.02154296,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,4.0,ber,0.25300000,0.04564298,0.19647111,0.30952889,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,4.0,frame_error_rate,0.33600000,0.03714835,0.28999172,0.38200828,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,4.0,failure_rate,0.18800000,0.05449771,0.12050452,0.25549548,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,4.0,miscorrection_rate,0.14800000,0.04086563,0.09738786,0.19861214,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,4.0,conditional_miscorrection_rate,0.18093461,0.04400456,0.12643491,0.23543432,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,4.0,ambiguous_rate,0.00000000,0.00000000,0.00000000,0.00000000,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,4.0,average_decoding_time_ms,0.01684820,0.00392047,0.01199270,0.02170370,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,5.0,ber,0.21075000,0.04244114,0.15818660,0.26331340,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,5.0,frame_error_rate,0.28600000,0.04393177,0.23159045,0.34040955,5,100
reed_solomon_binary_16_8,rayleigh,syndrome,5.0,failure_rate,0.15400000,0.04277850,0.10101877,0.20698123,5,100
