code_name,code_family,n,k,code_rate,h,g,bch_m,bch_designed_distance,bch_first_root,bch_primitive_polynomial,bch_shortening_count,bch_puncture_count,goppa_m,goppa_degree,reed_solomon_m,reed_solomon_symbol_n,reed_solomon_symbol_k,reed_solomon_evaluation_points,reed_solomon_column_multipliers,expected_min_distance,minimum_distance_exact,minimum_distance_lower_bound,minimum_distance_upper_bound,distance_evidence,syndrome_t,chase_inner_t,chase_p,ebn0_db,sigma,message_count,decoder,skipped,skip_reason,syndrome_table_build_time_sec,syndrome_table_pattern_count,syndrome_table_entry_count,syndrome_table_collision_count,syndrome_table_memory_bytes,bit_errors,total_bits,ber,pessimistic_ber,ber_on_success,success_count,successful_decoded_bits,bit_errors_on_success,frame_errors,frame_error_rate,codeword_errors,codeword_error_rate,failure_count,failure_rate,miscorrection_count,miscorrection_rate,conditional_miscorrection_rate,ambiguous_count,ambiguous_rate,total_time_sec,avg_time_ms,average_decoding_time_ms
wavelet_16_8_four_family,wavelet,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,,,,,,,,,,,,,,5,,,,,2,2,4,0.0,1.0,20000,syndrome,False,,0.00012240000069141388,137,137,0,12360,56819,160000,0.35511875,0.35511875,0.12605874779780457,14758,118064,14883,9503,0.47515,9503,0.47515,5242,0.2621,4261,0.21305,0.2887247594525003,0,0.0,0.07082550000632182,0.003541275000316091,0.003541275000316091
wavelet_16_8_four_family,wavelet,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,,,,,,,,,,,,,,5,,,,,2,2,4,0.5,0.9440608762859234,20000,syndrome,False,,0.00012240000069141388,137,137,0,12360,49216,160000,0.3076,0.3076,0.10363130299695773,15449,123592,12808,8243,0.41215,8243,0.41215,4551,0.22755,3692,0.1846,0.23897986924720047,0,0.0,0.07816010003443807,0.003908005001721904,0.003908005001721904
wavelet_16_8_four_family,wavelet,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,,,,,,,,,,,,,,5,,,,,2,2,4,1.0,0.8912509381337456,20000,syndrome,False,,0.00012240000069141388,137,137,0,12360,41822,160000,0.2613875,0.2613875,0.08189869484151648,16090,128720,10542,6993,0.34965,6993,0.34965,3910,0.1955,3083,0.15415,0.1916096954630205,0,0.0,0.07406059995992109,0.0037030299979960548,0.0037030299979960548
wavelet_16_8_four_family,wavelet,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,,,,,,,,,,,,,,5,,,,,2,2,4,1.5,0.8413951416451951,20000,syndrome,False,,0.00012240000069141388,137,137,0,12360,34533,160000,0.21583125,0.21583125,0.06283985658798924,16735,133880,8413,5762,0.2881,5762,0.2881,3265,0.16325,2497,0.12485,0.14920824619061845,0,0.0,0.07622879999689758,0.003811439999844879,0.003811439999844879
wavelet_16_8_four_family,wavelet,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,,,,,,,,,,,,,,5,,,,,2,2,4,2.0,0.7943282347242815,20000,syndrome,False,,0.00012240000069141388,137,137,0,12360,27565,160000,0.17228125,0.17228125,0.047887789727957666,17387,139096,6661,4594,0.2297,4594,0.2297,2613,0.13065,1981,0.09905,0.11393569908552367,0,0.0,0.07454390003113076,0.003727195001556538,0.003727195001556538
wavelet_16_8_four_family,wavelet,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,,,,,,,,,,,,,,5,,,,,2,2,4,2.5,0.7498942093324559,20000,syndrome,False,,0.00012240000069141388,137,137,0,12360,20810,160000,0.1300625,0.1300625,0.03452916042394984,18021,144168,4978,3483,0.17415,3483,0.17415,1979,0.09895,1504,0.0752,0.08345818766994062,0,0.0,0.0733710000058636,0.0036685500002931804,0.0036685500002931804
wavelet_16_8_four_family,wavelet,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,,,,,,,,,,,,,,5,,,,,2,2,4,3.0,0.7079457843841379,20000,syndrome,False,,0.00012240000069141388,137,137,0,12360,15255,160000,0.09534375,0.09534375,0.024313794219154444,18544,148352,3607,2552,0.1276,2552,0.1276,1456,0.0728,1096,0.0548,0.05910267471958585,0,0.0,0.07163479999871925,0.0035817399999359626,0.0035817399999359626
wavelet_16_8_four_family,wavelet,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,,,,,,,,,,,,,,5,,,,,2,2,4,3.5,0.6683439175686147,20000,syndrome,False,,0.00012240000069141388,137,137,0,12360,10745,160000,0.06715625,0.06715625,0.01645447835942854,18969,151752,2497,1799,0.08995,1799,0.08995,1031,0.05155,768,0.0384,0.04048711054879013,0,0.0,0.07620320003479719,0.0038101600017398595,0.0038101600017398595
wavelet_16_8_four_family,wavelet,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,,,,,,,,,,,,,,5,,,,,2,2,4,4.0,0.6309573444801932,20000,syndrome,False,,0.00012240000069141388,137,137,0,12360,6952,160000,0.04345,0.04345,0.010243675306534224,19329,154632,1584,1164,0.0582,1164,0.0582,671,0.03355,493,0.02465,0.025505716798592787,0,0.0,0.07513249997282401,0.0037566249986412006,0.0037566249986412006
wavelet_16_8_four_family,wavelet,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,,,,,,,,,,,,,,5,,,,,2,2,4,4.5,0.5956621435290105,20000,syndrome,False,,0.00012240000069141388,137,137,0,12360,4031,160000,0.02519375,0.02519375,0.005654868159330851,19607,156856,887,676,0.0338,676,0.0338,393,0.01965,283,0.01415,0.014433620645687765,0,0.0,0.07057349995011464,0.003528674997505732,0.003528674997505732
