code_name,n,k,code_rate,h,g,expected_min_distance,syndrome_t,chase_inner_t,chase_p,ebn0_db,sigma,message_count,decoder,skipped,skip_reason,bit_errors,total_bits,ber,frame_errors,frame_error_rate,codeword_errors,codeword_error_rate,failure_count,failure_rate,ambiguous_count,ambiguous_rate,total_time_sec,avg_time_ms,experiment,h_64_32_length,h_64_32_weight,h_64_32
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,1.5,0.8413951416451951,20000,soft_mld,False,,6915,160000,0.04321875,1931,0.09655,1931,0.09655,0,0.0,0,0.0,0.030148200001349323,0.0015074100000674663,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,1.5,0.8413951416451951,20000,chase,False,,7078,160000,0.0442375,1965,0.09825,1965,0.09825,0,0.0,0,0.0,48.81434270000136,2.4407171350000683,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,2.0,0.7943282347242815,20000,syndrome,False,,27565,160000,0.17228125,4594,0.2297,4594,0.2297,2613,0.13065,0,0.0,3.2198614000008092,0.16099307000004046,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,2.0,0.7943282347242815,20000,hard_mld,False,,14815,160000,0.09259375,3968,0.1984,3968,0.1984,0,0.0,2613,0.13065,0.1226728000001458,0.00613364000000729,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,2.0,0.7943282347242815,20000,soft_mld,False,,4494,160000,0.0280875,1255,0.06275,1255,0.06275,0,0.0,1,5e-05,0.029117399999449844,0.0014558699999724922,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,2.0,0.7943282347242815,20000,chase,False,,4549,160000,0.02843125,1268,0.0634,1268,0.0634,0,0.0,0,0.0,47.16983210000035,2.3584916050000175,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,2.5,0.7498942093324559,20000,syndrome,False,,20810,160000,0.1300625,3483,0.17415,3483,0.17415,1979,0.09895,0,0.0,2.8867484999991575,0.1443374249999579,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,2.5,0.7498942093324559,20000,hard_mld,False,,11052,160000,0.069075,2985,0.14925,2985,0.14925,0,0.0,1979,0.09895,0.11685880000004545,0.005842940000002272,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,2.5,0.7498942093324559,20000,soft_mld,False,,2685,160000,0.01678125,774,0.0387,774,0.0387,0,0.0,0,0.0,0.022740200000043842,0.001137010000002192,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,2.5,0.7498942093324559,20000,chase,False,,2752,160000,0.0172,791,0.03955,791,0.03955,0,0.0,0,0.0,41.231958999998824,2.0615979499999413,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,3.0,0.7079457843841379,20000,syndrome,False,,15255,160000,0.09534375,2552,0.1276,2552,0.1276,1456,0.0728,0,0.0,2.825342600001022,0.14126713000005112,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,3.0,0.7079457843841379,20000,hard_mld,False,,8035,160000,0.05021875,2174,0.1087,2174,0.1087,0,0.0,1456,0.0728,0.11004869999851508,0.005502434999925754,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,3.0,0.7079457843841379,20000,soft_mld,False,,1454,160000,0.0090875,417,0.02085,417,0.02085,0,0.0,0,0.0,0.026067999999213498,0.0013033999999606748,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,3.0,0.7079457843841379,20000,chase,False,,1461,160000,0.00913125,420,0.021,420,0.021,0,0.0,0,0.0,42.20593269999881,2.1102966349999406,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,3.5,0.6683439175686147,20000,syndrome,False,,10745,160000,0.06715625,1799,0.08995,1799,0.08995,1031,0.05155,0,0.0,2.890533299998424,0.1445266649999212,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,3.5,0.6683439175686147,20000,hard_mld,False,,5580,160000,0.034875,1510,0.0755,1510,0.0755,0,0.0,1031,0.05155,0.10943849999966915,0.0054719249999834576,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,3.5,0.6683439175686147,20000,soft_mld,False,,760,160000,0.00475,215,0.01075,215,0.01075,0,0.0,0,0.0,0.022992899999735528,0.0011496449999867766,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,3.5,0.6683439175686147,20000,chase,False,,767,160000,0.00479375,214,0.0107,214,0.0107,0,0.0,0,0.0,42.42202709999947,2.1211013549999733,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,0.0,1.0,20000,syndrome,False,,236573,320000,0.739290625,15256,0.7628,15256,0.7628,14341,0.71705,0,0.0,2.2442322999995667,0.11221161499997834,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,0.0,1.0,20000,hard_mld,False,,95925,320000,0.299765625,12297,0.61485,12297,0.61485,0,0.0,10506,0.5253,46.097351100001106,2.3048675550000555,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,0.0,1.0,20000,soft_mld,False,,47435,320000,0.148234375,6070,0.3035,6070,0.3035,0,0.0,3,0.00015,11.468046300000424,0.5734023150000211,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,0.0,1.0,20000,chase,False,,55401,320000,0.173128125,6995,0.34975,6995,0.34975,121,0.00605,1,5e-05,118.64228679999906,5.932114339999953,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,0.5,0.9440608762859234,20000,syndrome,False,,215039,320000,0.671996875,13845,0.69225,13845,0.69225,13054,0.6527,0,0.0,2.602102599999853,0.13010512999999263,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,0.5,0.9440608762859234,20000,hard_mld,False,,83189,320000,0.259965625,10674,0.5337,10674,0.5337,0,0.0,9568,0.4784,46.22196259999873,2.311098129999937,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,0.5,0.9440608762859234,20000,soft_mld,False,,34443,320000,0.107634375,4401,0.22005,4401,0.22005,0,0.0,1,5e-05,11.303521799998634,0.5651760899999316,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,0.5,0.9440608762859234,20000,chase,False,,41310,320000,0.12909375,5226,0.2613,5226,0.2613,88,0.0044,0,0.0,125.4116271999992,6.2705813599999605,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,1.0,0.8912509381337456,20000,syndrome,False,,191154,320000,0.59735625,12287,0.61435,12287,0.61435,11635,0.58175,0,0.0,2.9952869000007922,0.14976434500003963,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,1.0,0.8912509381337456,20000,hard_mld,False,,69631,320000,0.217596875,8971,0.44855,8971,0.44855,0,0.0,8494,0.4247,46.203960599999846,2.3101980299999925,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,1.0,0.8912509381337456,20000,soft_mld,False,,23398,320000,0.07311875,2990,0.1495,2990,0.1495,0,0.0,2,0.0001,11.31814139999915,0.5659070699999574,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,1.0,0.8912509381337456,20000,chase,False,,28901,320000,0.090315625,3670,0.1835,3670,0.1835,64,0.0032,0,0.0,140.28864839999915,7.014432419999958,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,1.5,0.8413951416451951,20000,syndrome,False,,163666,320000,0.51145625,10495,0.52475,10495,0.52475,9992,0.4996,0,0.0,3.4618988999991416,0.1730949449999571,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,1.5,0.8413951416451951,20000,hard_mld,False,,56310,320000,0.17596875,7234,0.3617,7234,0.3617,0,0.0,7176,0.3588,46.05768809999972,2.302884404999986,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,1.5,0.8413951416451951,20000,soft_mld,False,,14472,320000,0.045225,1834,0.0917,1834,0.0917,0,0.0,0,0.0,11.26011539999854,0.563005769999927,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,1.5,0.8413951416451951,20000,chase,False,,18842,320000,0.05888125,2371,0.11855,2371,0.11855,35,0.00175,0,0.0,157.0050157000005,7.850250785000027,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,2.0,0.7943282347242815,20000,syndrome,False,,133723,320000,0.417884375,8563,0.42815,8563,0.42815,8182,0.4091,0,0.0,3.9888211999987107,0.19944105999993553,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,2.0,0.7943282347242815,20000,hard_mld,False,,43287,320000,0.135271875,5557,0.27785,5557,0.27785,0,0.0,5748,0.2874,45.99977309999849,2.299988654999925,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,2.0,0.7943282347242815,20000,soft_mld,False,,8064,320000,0.0252,1025,0.05125,1025,0.05125,0,0.0,0,0.0,11.35109360000024,0.567554680000012,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,2.0,0.7943282347242815,20000,chase,False,,10968,320000,0.034275,1368,0.0684,1368,0.0684,22,0.0011,0,0.0,176.4914028000003,8.824570140000013,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,2.5,0.7498942093324559,20000,syndrome,False,,104165,320000,0.325515625,6657,0.33285,6657,0.33285,6379,0.31895,0,0.0,4.526650399999198,0.2263325199999599,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,2.5,0.7498942093324559,20000,hard_mld,False,,32048,320000,0.10015,4136,0.2068,4136,0.2068,0,0.0,4457,0.22285,46.06742699999995,2.3033713499999977,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,2.5,0.7498942093324559,20000,soft_mld,False,,4073,320000,0.012728125,514,0.0257,514,0.0257,0,0.0,0,0.0,11.332993500000157,0.5666496750000078,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,2.5,0.7498942093324559,20000,chase,False,,5540,320000,0.0173125,691,0.03455,691,0.03455,7,0.00035,0,0.0,197.28614279999965,9.864307139999983,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,3.0,0.7079457843841379,20000,syndrome,False,,77782,320000,0.24306875,4952,0.2476,4952,0.2476,4783,0.23915,0,0.0,4.980893599999035,0.24904467999995178,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,3.0,0.7079457843841379,20000,hard_mld,False,,22124,320000,0.0691375,2849,0.14245,2849,0.14245,0,0.0,3310,0.1655,46.010610299999826,2.3005305149999913,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,3.0,0.7079457843841379,20000,soft_mld,False,,1598,320000,0.00499375,200,0.01,200,0.01,0,0.0,0,0.0,11.389288600001237,0.5694644300000619,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,3.0,0.7079457843841379,20000,chase,False,,2592,320000,0.0081,324,0.0162,324,0.0162,3,0.00015,0,0.0,217.38822529999925,10.869411264999961,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,3.5,0.6683439175686147,20000,syndrome,False,,53527,320000,0.167271875,3403,0.17015,3403,0.17015,3296,0.1648,0,0.0,5.417804700000488,0.2708902350000244,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,3.5,0.6683439175686147,20000,hard_mld,False,,14140,320000,0.0441875,1821,0.09105,1821,0.09105,0,0.0,2228,0.1114,46.118886599999314,2.305944329999966,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,3.5,0.6683439175686147,20000,soft_mld,False,,615,320000,0.001921875,77,0.00385,77,0.00385,0,0.0,0,0.0,11.204679000000397,0.5602339500000199,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,3.5,0.6683439175686147,20000,chase,False,,1053,320000,0.003290625,133,0.00665,133,0.00665,3,0.00015,0,0.0,235.92356950000067,11.796178475000033,baseline,32,19,1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
