code_name,n,k,code_rate,h,g,expected_min_distance,syndrome_t,chase_inner_t,chase_p,ebn0_db,sigma,message_count,decoder,skipped,skip_reason,bit_errors,total_bits,ber,frame_errors,frame_error_rate,codeword_errors,codeword_error_rate,failure_count,failure_rate,ambiguous_count,ambiguous_rate,total_time_sec,avg_time_ms
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,2.5,0.7498942093324559,20000,syndrome,False,,20810,160000,0.1300625,3483,0.17415,3483,0.17415,1979,0.09895,0,0.0,2.7128397000014957,0.1356419850000748
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,2.5,0.7498942093324559,20000,hard_mld,False,,11052,160000,0.069075,2985,0.14925,2985,0.14925,0,0.0,1979,0.09895,0.10898399999859976,0.005449199999929988
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,2.5,0.7498942093324559,20000,soft_mld,False,,2685,160000,0.01678125,774,0.0387,774,0.0387,0,0.0,0,0.0,0.023603399997227825,0.0011801699998613912
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,2.5,0.7498942093324559,20000,chase,False,,2752,160000,0.0172,791,0.03955,791,0.03955,0,0.0,0,0.0,40.133737099997234,2.0066868549998618
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,3.0,0.7079457843841379,20000,syndrome,False,,15255,160000,0.09534375,2552,0.1276,2552,0.1276,1456,0.0728,0,0.0,2.7490569000001415,0.13745284500000707
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,3.0,0.7079457843841379,20000,hard_mld,False,,8035,160000,0.05021875,2174,0.1087,2174,0.1087,0,0.0,1456,0.0728,0.1095673000017996,0.00547836500008998
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,3.0,0.7079457843841379,20000,soft_mld,False,,1454,160000,0.0090875,417,0.02085,417,0.02085,0,0.0,0,0.0,0.024972800001705764,0.0012486400000852882
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,3.0,0.7079457843841379,20000,chase,False,,1461,160000,0.00913125,420,0.021,420,0.021,0,0.0,0,0.0,41.278256800000236,2.0639128400000115
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,3.5,0.6683439175686147,20000,syndrome,False,,10745,160000,0.06715625,1799,0.08995,1799,0.08995,1031,0.05155,0,0.0,2.828044099998806,0.1414022049999403
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,3.5,0.6683439175686147,20000,hard_mld,False,,5580,160000,0.034875,1510,0.0755,1510,0.0755,0,0.0,1031,0.05155,0.1096423999988474,0.00548211999994237
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,3.5,0.6683439175686147,20000,soft_mld,False,,760,160000,0.00475,215,0.01075,215,0.01075,0,0.0,0,0.0,0.02656840000054217,0.0013284200000271084
wavelet_16_8,16,8,0.5,1 0 0 1 0 1 0,1 1 1 1 0 1 1,5,2,2,4,3.5,0.6683439175686147,20000,chase,False,,767,160000,0.00479375,214,0.0107,214,0.0107,0,0.0,0,0.0,42.34750720000011,2.1173753600000054
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,0.0,1.0,20000,syndrome,False,,236573,320000,0.739290625,15256,0.7628,15256,0.7628,14341,0.71705,0,0.0,2.2631381999999576,0.11315690999999788
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,0.0,1.0,20000,hard_mld,False,,95925,320000,0.299765625,12297,0.61485,12297,0.61485,0,0.0,10506,0.5253,45.77953989999878,2.2889769949999392
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,0.0,1.0,20000,soft_mld,False,,47435,320000,0.148234375,6070,0.3035,6070,0.3035,0,0.0,3,0.00015,11.455590100002155,0.5727795050001078
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,0.0,1.0,20000,chase,False,,55401,320000,0.173128125,6995,0.34975,6995,0.34975,121,0.00605,1,5e-05,112.38807779999843,5.619403889999921
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,0.5,0.9440608762859234,20000,syndrome,False,,215039,320000,0.671996875,13845,0.69225,13845,0.69225,13054,0.6527,0,0.0,2.5773017999999865,0.12886508999999932
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,0.5,0.9440608762859234,20000,hard_mld,False,,83189,320000,0.259965625,10674,0.5337,10674,0.5337,0,0.0,9568,0.4784,46.11702259999947,2.3058511299999735
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,0.5,0.9440608762859234,20000,soft_mld,False,,34443,320000,0.107634375,4401,0.22005,4401,0.22005,0,0.0,1,5e-05,11.411393299997144,0.5705696649998572
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,0.5,0.9440608762859234,20000,chase,False,,41310,320000,0.12909375,5226,0.2613,5226,0.2613,88,0.0044,0,0.0,124.9492926999992,6.24746463499996
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,1.0,0.8912509381337456,20000,syndrome,False,,191154,320000,0.59735625,12287,0.61435,12287,0.61435,11635,0.58175,0,0.0,2.993547699999908,0.14967738499999542
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,1.0,0.8912509381337456,20000,hard_mld,False,,69631,320000,0.217596875,8971,0.44855,8971,0.44855,0,0.0,8494,0.4247,46.26926580000145,2.3134632900000724
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,1.0,0.8912509381337456,20000,soft_mld,False,,23398,320000,0.07311875,2990,0.1495,2990,0.1495,0,0.0,2,0.0001,11.247597499997937,0.5623798749998968
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,1.0,0.8912509381337456,20000,chase,False,,28901,320000,0.090315625,3670,0.1835,3670,0.1835,64,0.0032,0,0.0,139.90267289999974,6.995133644999987
wavelet_32_16,32,16,0.5,1 0 0 0 0 0 0 0 1 1,0 1 0 0 1 1 0 1 0 1,8,3,3,6,1.5,0.8413951416451951,20000,syndrome,False,,163666,320000,0.51145625,10495,0.52475,10495,0.52475,9992,0.4996,0,0.0,3.485916999998153,0.17429584999990766
